Age,Workclass,Education,Marital-status,Race,Gender,Occupation
17,Private,10th,Never-married,White,Male,Other-service
41,Local-gov,Bachelors,Divorced,White,Male,Prof-specialty
19,Private,Some-college,Never-married,White,Male,Sales
57,Private,1st-4th,Married-civ-spouse,Other,Male,Other-service
25,Private,HS-grad,Never-married,Black,Male,Adm-clerical
37,Local-gov,Some-college,Married-civ-spouse,White,Male,Adm-clerical
29,Private,Assoc-voc,Married-civ-spouse,White,Male,Machine-op-inspct
32,Private,Some-college,Never-married,White,Male,Sales
35,Private,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
52,Private,12th,Never-married,White,Male,Machine-op-inspct
41,Private,HS-grad,Never-married,White,Female,Machine-op-inspct
29,Private,HS-grad,Married-spouse-absent,White,Female,Machine-op-inspct
23,Private,Masters,Never-married,White,Female,Prof-specialty
31,Private,11th,Married-civ-spouse,White,Male,Craft-repair
40,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
19,Private,HS-grad,Never-married,White,Female,Adm-clerical
21,Private,Some-college,Never-married,White,Male,Transport-moving
37,State-gov,Bachelors,Never-married,White,Female,Adm-clerical
49,Self-emp-not-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
64,Local-gov,HS-grad,Married-civ-spouse,White,Female,Adm-clerical
37,Local-gov,Assoc-voc,Never-married,White,Female,Adm-clerical
70,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Craft-repair
22,Private,10th,Never-married,Asian-Pac-Islander,Male,Transport-moving
29,Self-emp-inc,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Male,Sales
37,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
29,Private,Bachelors,Never-married,White,Male,Tech-support
38,Private,11th,Divorced,White,Male,Machine-op-inspct
27,Private,HS-grad,Never-married,White,Male,Craft-repair
58,State-gov,Bachelors,Married-civ-spouse,White,Male,Adm-clerical
60,Local-gov,Some-college,Married-civ-spouse,White,Female,Adm-clerical
20,Private,Some-college,Never-married,White,Male,Sales
51,Private,Some-college,Married-civ-spouse,White,Male,Sales
37,Private,9th,Married-civ-spouse,White,Male,Transport-moving
22,State-gov,12th,Never-married,White,Male,Exec-managerial
56,Self-emp-not-inc,10th,Married-civ-spouse,White,Male,Transport-moving
26,Private,Bachelors,Married-civ-spouse,White,Female,Sales
19,Private,Some-college,Separated,White,Female,Sales
37,Private,Assoc-voc,Married-civ-spouse,White,Female,Prof-specialty
27,Private,Some-college,Never-married,White,Female,Tech-support
27,Private,HS-grad,Never-married,Amer-Indian-Eskimo,Male,Sales
52,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Sales
45,Private,HS-grad,Separated,Black,Female,Machine-op-inspct
28,Private,Some-college,Never-married,Amer-Indian-Eskimo,Male,Craft-repair
20,Private,HS-grad,Divorced,White,Female,Adm-clerical
28,Private,Masters,Never-married,White,Female,Prof-specialty
44,Private,Assoc-voc,Married-civ-spouse,Black,Male,Handlers-cleaners
30,Private,Bachelors,Married-civ-spouse,White,Male,Craft-repair
26,State-gov,Assoc-acdm,Never-married,Black,Female,Adm-clerical
55,?,Masters,Married-civ-spouse,White,Male,?
46,Private,HS-grad,Never-married,White,Female,Sales
51,Private,Bachelors,Married-civ-spouse,White,Male,Craft-repair
25,Local-gov,Bachelors,Never-married,White,Female,Prof-specialty
43,Local-gov,HS-grad,Separated,White,Male,Other-service
19,?,HS-grad,Never-married,White,Female,?
36,Private,HS-grad,Divorced,White,Male,Craft-repair
36,Private,Some-college,Never-married,White,Male,Exec-managerial
48,Private,Bachelors,Never-married,Asian-Pac-Islander,Female,Other-service
30,?,11th,Never-married,White,Male,?
24,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
30,Private,HS-grad,Divorced,White,Female,Other-service
24,Private,Bachelors,Married-civ-spouse,White,Female,Exec-managerial
62,Private,Bachelors,Married-civ-spouse,White,Male,Machine-op-inspct
41,Self-emp-not-inc,HS-grad,Divorced,White,Male,Transport-moving
49,Self-emp-not-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Transport-moving
47,Local-gov,Masters,Divorced,White,Female,Prof-specialty
49,State-gov,Masters,Divorced,White,Female,Prof-specialty
52,Private,Some-college,Never-married,White,Male,Exec-managerial
52,Private,Assoc-acdm,Married-civ-spouse,White,Male,Tech-support
26,Private,HS-grad,Never-married,White,Male,Adm-clerical
51,State-gov,HS-grad,Never-married,White,Male,Transport-moving
18,Private,10th,Never-married,White,Male,Other-service
30,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
46,Private,HS-grad,Divorced,White,Male,Machine-op-inspct
28,Private,HS-grad,Never-married,Black,Female,Handlers-cleaners
48,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
62,Private,Some-college,Married-civ-spouse,White,Female,Adm-clerical
49,Private,Bachelors,Married-civ-spouse,White,Male,Sales
69,Private,HS-grad,Widowed,White,Female,Adm-clerical
35,Private,Bachelors,Never-married,White,Male,Exec-managerial
78,Private,Masters,Widowed,Asian-Pac-Islander,Male,Craft-repair
61,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
24,Private,Bachelors,Never-married,White,Female,Prof-specialty
29,Private,Some-college,Never-married,White,Female,Adm-clerical
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other,Male,Sales
17,Private,10th,Never-married,White,Male,Farming-fishing
27,Private,HS-grad,Married-civ-spouse,Black,Male,Handlers-cleaners
64,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
33,Self-emp-not-inc,HS-grad,Never-married,White,Male,Exec-managerial
32,Private,12th,Married-civ-spouse,White,Male,Craft-repair
19,Private,Some-college,Never-married,White,Female,Other-service
42,State-gov,11th,Married-civ-spouse,White,Male,Farming-fishing
24,Private,Bachelors,Never-married,White,Female,Sales
23,Private,HS-grad,Never-married,Black,Male,Exec-managerial
51,Local-gov,Prof-school,Never-married,White,Male,Prof-specialty
31,Private,Bachelors,Never-married,White,Male,Tech-support
44,Private,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
38,Private,Masters,Never-married,White,Female,Exec-managerial
44,Local-gov,Assoc-acdm,Divorced,White,Female,Protective-serv
44,Self-emp-not-inc,5th-6th,Married-civ-spouse,White,Male,Farming-fishing
38,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
36,Private,9th,Divorced,White,Female,Adm-clerical
29,Private,1st-4th,Never-married,White,Male,Other-service
46,Private,Assoc-acdm,Divorced,White,Female,Sales
47,Private,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
30,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
37,Local-gov,HS-grad,Married-civ-spouse,White,Male,Protective-serv
27,Private,Bachelors,Never-married,White,Male,Exec-managerial
43,Private,HS-grad,Divorced,White,Female,Machine-op-inspct
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
31,Private,Some-college,Never-married,White,Male,Exec-managerial
34,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
39,Private,Bachelors,Never-married,White,Male,Sales
36,Private,Some-college,Divorced,White,Female,Craft-repair
57,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
78,Private,7th-8th,Never-married,White,Female,Machine-op-inspct
24,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
39,Private,Some-college,Never-married,White,Female,Adm-clerical
21,Private,Assoc-acdm,Never-married,White,Male,Sales
34,Private,HS-grad,Separated,White,Male,Adm-clerical
22,Private,Some-college,Never-married,White,Female,Sales
36,Private,Some-college,Divorced,White,Female,Adm-clerical
61,Private,Some-college,Married-civ-spouse,White,Male,Sales
67,?,9th,Married-civ-spouse,White,Male,?
42,Private,Some-college,Separated,Black,Female,Other-service
49,Federal-gov,Assoc-voc,Married-civ-spouse,Asian-Pac-Islander,Male,Craft-repair
58,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
37,Local-gov,Some-college,Married-civ-spouse,White,Male,Protective-serv
39,Private,HS-grad,Never-married,White,Male,Tech-support
25,Private,Some-college,Separated,Black,Female,Adm-clerical
45,Self-emp-inc,5th-6th,Married-civ-spouse,White,Male,Craft-repair
30,Private,Bachelors,Married-civ-spouse,White,Male,Adm-clerical
49,?,Some-college,Never-married,White,Male,?
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
23,Private,HS-grad,Never-married,White,Male,Craft-repair
51,Private,Some-college,Married-civ-spouse,Black,Female,Adm-clerical
55,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
35,Private,Bachelors,Never-married,White,Male,Sales
45,State-gov,Masters,Married-civ-spouse,White,Male,Adm-clerical
36,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
32,Local-gov,HS-grad,Married-civ-spouse,White,Male,Craft-repair
39,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
47,Self-emp-inc,Some-college,Married-civ-spouse,White,Male,Craft-repair
49,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
52,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
44,Private,Some-college,Separated,Black,Male,Machine-op-inspct
36,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
40,Private,Some-college,Divorced,Black,Female,Craft-repair
17,Private,10th,Never-married,White,Female,Other-service
18,Private,HS-grad,Never-married,White,Female,Sales
30,Self-emp-inc,Some-college,Married-civ-spouse,White,Female,Exec-managerial
66,Private,HS-grad,Widowed,White,Female,Priv-house-serv
59,Private,Bachelors,Never-married,White,Male,Craft-repair
30,Local-gov,HS-grad,Married-civ-spouse,Black,Male,Adm-clerical
50,Private,HS-grad,Married-civ-spouse,White,Male,Farming-fishing
24,Private,HS-grad,Never-married,White,Female,Other-service
28,Private,Prof-school,Married-civ-spouse,Asian-Pac-Islander,Male,Prof-specialty
44,Local-gov,Masters,Married-civ-spouse,White,Female,Prof-specialty
25,Private,Assoc-voc,Never-married,White,Male,Prof-specialty
45,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
20,Private,HS-grad,Never-married,White,Male,Transport-moving
67,Private,Assoc-voc,Divorced,White,Female,Prof-specialty
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
52,Federal-gov,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
34,Private,Doctorate,Never-married,White,Male,Prof-specialty
37,Local-gov,Assoc-acdm,Married-civ-spouse,White,Male,Prof-specialty
17,Self-emp-inc,10th,Never-married,White,Male,Other-service
25,Private,Assoc-voc,Married-civ-spouse,White,Female,Sales
35,Local-gov,Bachelors,Divorced,White,Male,Prof-specialty
63,Private,Masters,Divorced,White,Female,Exec-managerial
38,Local-gov,Some-college,Never-married,Amer-Indian-Eskimo,Female,Adm-clerical
33,Private,Bachelors,Married-civ-spouse,White,Male,Adm-clerical
51,Local-gov,Masters,Married-civ-spouse,White,Female,Prof-specialty
64,State-gov,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
50,Self-emp-inc,Some-college,Divorced,White,Male,Protective-serv
18,Private,10th,Never-married,White,Male,Transport-moving
67,Private,Masters,Never-married,White,Male,Prof-specialty
46,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
60,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Farming-fishing
29,Private,HS-grad,Never-married,White,Female,Machine-op-inspct
30,Private,Some-college,Never-married,Black,Female,Other-service
56,State-gov,Doctorate,Married-civ-spouse,Asian-Pac-Islander,Male,Prof-specialty
29,Private,HS-grad,Married-civ-spouse,White,Female,Handlers-cleaners
37,Private,Bachelors,Never-married,Black,Female,Adm-clerical
55,Private,1st-4th,Divorced,White,Female,Priv-house-serv
24,Private,HS-grad,Never-married,White,Female,Adm-clerical
21,Private,HS-grad,Never-married,White,Male,Craft-repair
46,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Sales
25,Private,12th,Married-civ-spouse,Other,Male,Machine-op-inspct
40,Private,HS-grad,Never-married,White,Male,Craft-repair
23,Private,Some-college,Separated,White,Female,Sales
43,Self-emp-not-inc,Some-college,Never-married,Black,Male,Transport-moving
29,Self-emp-not-inc,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,Male,Craft-repair
59,Private,10th,Widowed,Asian-Pac-Islander,Female,Other-service
18,Private,Some-college,Never-married,Black,Male,Other-service
28,Private,HS-grad,Never-married,White,Male,Exec-managerial
17,Private,11th,Never-married,White,Female,Adm-clerical
53,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
22,Private,5th-6th,Never-married,White,Female,Priv-house-serv
63,Private,HS-grad,Married-spouse-absent,White,Male,Craft-repair
32,Private,Masters,Married-civ-spouse,White,Female,Sales
40,Local-gov,HS-grad,Never-married,Black,Female,Adm-clerical
61,Self-emp-not-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
35,Private,HS-grad,Never-married,White,Male,Craft-repair
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Male,Exec-managerial
20,?,Some-college,Never-married,Asian-Pac-Islander,Female,?
48,Self-emp-not-inc,Some-college,Divorced,White,Male,Craft-repair
56,State-gov,Bachelors,Widowed,White,Female,Prof-specialty
51,Federal-gov,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
34,Private,Some-college,Never-married,White,Male,Craft-repair
44,Private,Some-college,Married-civ-spouse,Asian-Pac-Islander,Male,Sales
61,Private,Masters,Married-civ-spouse,White,Male,Prof-specialty
37,Private,Some-college,Married-civ-spouse,White,Male,Sales
36,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
34,Private,Some-college,Separated,Other,Male,Machine-op-inspct
23,Private,Some-college,Never-married,White,Female,Sales
63,Federal-gov,Masters,Divorced,White,Male,Prof-specialty
63,?,HS-grad,Widowed,Black,Female,?
47,Local-gov,Masters,Married-civ-spouse,White,Male,Exec-managerial
55,Self-emp-inc,HS-grad,Divorced,White,Female,Sales
31,Local-gov,Bachelors,Never-married,Black,Male,Protective-serv
27,Private,Some-college,Divorced,White,Male,Other-service
58,Private,Bachelors,Divorced,White,Female,Adm-clerical
28,Local-gov,Some-college,Married-civ-spouse,White,Male,Protective-serv
52,Private,7th-8th,Divorced,White,Female,Machine-op-inspct
31,Federal-gov,HS-grad,Married-civ-spouse,Black,Male,Adm-clerical
53,Private,Some-college,Divorced,White,Female,Adm-clerical
43,Private,Some-college,Divorced,White,Female,Tech-support
43,Local-gov,HS-grad,Married-spouse-absent,Black,Male,Farming-fishing
50,Self-emp-inc,Masters,Divorced,White,Male,Exec-managerial
68,?,HS-grad,Married-civ-spouse,White,Male,?
37,Private,11th,Married-civ-spouse,White,Male,Other-service
26,Private,HS-grad,Divorced,White,Male,Machine-op-inspct
22,Private,11th,Never-married,White,Female,Sales
22,Private,Some-college,Married-civ-spouse,White,Male,Sales
59,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
30,Private,Some-college,Married-civ-spouse,White,Male,Machine-op-inspct
24,Private,HS-grad,Separated,White,Female,Other-service
30,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
50,Local-gov,Bachelors,Divorced,White,Male,Protective-serv
38,Private,12th,Married-civ-spouse,White,Male,Other-service
29,Private,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
76,Private,HS-grad,Married-civ-spouse,White,Male,Sales
21,Private,Assoc-voc,Never-married,White,Male,Craft-repair
65,Private,Some-college,Widowed,White,Female,Other-service
43,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
29,Private,Bachelors,Married-civ-spouse,White,Female,Prof-specialty
32,Private,Bachelors,Never-married,White,Male,Sales
37,Private,Assoc-acdm,Married-civ-spouse,White,Male,Exec-managerial
64,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
49,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
44,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
68,?,HS-grad,Married-civ-spouse,White,Male,?
34,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
35,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
53,Private,Some-college,Divorced,White,Female,Adm-clerical
24,Private,Assoc-voc,Never-married,Asian-Pac-Islander,Male,Sales
31,Private,Some-college,Divorced,White,Female,Adm-clerical
25,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
36,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
29,Private,Some-college,Never-married,White,Male,Sales
37,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
42,Self-emp-not-inc,Doctorate,Never-married,White,Female,Prof-specialty
30,Private,HS-grad,Divorced,White,Female,Craft-repair
32,Self-emp-inc,Some-college,Never-married,White,Male,Exec-managerial
47,Self-emp-not-inc,Bachelors,Never-married,Black,Male,Exec-managerial
44,Private,HS-grad,Divorced,White,Male,Craft-repair
19,Private,HS-grad,Never-married,White,Male,Sales
22,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
51,Private,9th,Married-civ-spouse,White,Male,Craft-repair
69,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
73,?,11th,Married-civ-spouse,White,Male,?
18,?,11th,Never-married,White,Female,?
33,Self-emp-not-inc,HS-grad,Never-married,White,Male,Prof-specialty
22,Local-gov,Some-college,Never-married,White,Female,Adm-clerical
33,Private,Bachelors,Never-married,White,Female,Tech-support
